Date,Dollar_Index,Gold_Price,Interest_Rate,US_10_Year,VIX_Value,BTC_Price,ETH_Price,SOL_Price,XRP_Price
2021-05-05,91.30999755859376,1784.3,0.06,1.571,19.15,57424.0078125,3522.783203125,44.92357635498047,57424.0078125
2021-05-06,90.9499969482422,1815.7,0.06,1.57,18.39,56396.515625,3490.88037109375,43.4556770324707,56396.515625
2021-05-07,90.2300033569336,1831.3,0.06,1.579,16.69,57356.40234375,3484.72900390625,43.1550178527832,57356.40234375
2021-05-08,90.2300033569336,1831.3,0.06,1.579,16.69,58803.77734375,3902.647705078125,45.56153106689453,58803.77734375
2021-05-09,90.2300033569336,1831.3,0.06,1.579,16.69,58232.31640625,3928.8447265625,44.330196380615234,58232.31640625
2021-05-10,90.20999908447266,1837.6,0.06,1.604,19.66,55859.796875,3952.2939453125,42.90963363647461,55859.796875
2021-05-11,90.13999938964844,1836.1,0.06,1.622,21.84,56704.57421875,4168.701171875,44.57746887207031,56704.57421875
2021-05-12,90.70999908447266,1822.8,0.06,1.693,27.59,49150.53515625,3785.8486328125,42.45730972290039,49150.53515625
2021-05-13,90.75,1824.0,0.06,1.659,23.13,49716.19140625,3715.1484375,40.99785232543945,49716.19140625
2021-05-14,90.31999969482422,1838.1,0.06,1.635,18.81,49880.53515625,4079.057373046875,42.717864990234375,49880.53515625
2021-05-15,90.31999969482422,1838.1,0.06,1.635,18.81,46760.1875,3638.1220703125,43.461307525634766,46760.1875
2021-05-16,90.31999969482422,1838.1,0.06,1.635,18.81,46456.05859375,3587.506103515625,47.200828552246094,46456.05859375
2021-05-17,90.22000122070312,1867.6,0.06,1.652,19.72,43537.51171875,3282.397705078125,46.86320495605469,43537.51171875
2021-05-18,89.75,1868.0,0.06,1.64,21.34,42909.40234375,3380.070068359375,55.91096115112305,42909.40234375
2021-05-19,90.19000244140624,1881.5,0.06,1.676,22.18,37002.44140625,2460.67919921875,35.107181549072266,37002.44140625
2021-05-20,89.80999755859375,1881.9,0.06,1.628,20.67,40782.73828125,2784.294189453125,44.74274826049805,40782.73828125
2021-05-21,90.0199966430664,1876.7,0.06,1.623,20.15,37304.69140625,2430.621337890625,38.81285095214844,37304.69140625
2021-05-22,90.0199966430664,1876.7,0.06,1.623,20.15,37536.6328125,2295.70556640625,31.315582275390625,37536.6328125
2021-05-23,90.0199966430664,1876.7,0.06,1.623,20.15,34770.58203125,2109.579833984375,24.68874740600586,34770.58203125
2021-05-24,89.83000183105469,1884.5,0.06,1.603,18.4,38705.98046875,2643.591064453125,31.283571243286133,38705.98046875
2021-05-25,89.63999938964844,1898.5,0.06,1.56,18.84,38402.22265625,2706.62890625,29.99707794189453,38402.22265625
2021-05-26,90.04000091552734,1902.24,0.06,1.581,17.36,39294.19921875,2888.69873046875,35.539817810058594,39294.19921875
2021-05-27,89.97000122070312,1897.38,0.06,1.606,16.74,38436.96875,2736.488525390625,33.584590911865234,38436.96875
2021-05-28,90.02999877929688,1904.74,0.05,1.581,16.76,35697.60546875,2419.90625,29.039276123046875,35697.60546875
2021-05-29,90.02999877929688,1904.74,0.05,1.581,16.76,34616.06640625,2279.51416015625,27.376420974731445,34616.06640625
2021-05-30,90.02999877929688,1904.74,0.05,1.581,16.76,35678.12890625,2390.305419921875,28.602659225463867,35678.12890625
2021-05-31,90.02999877929688,1904.74,0.05,1.61,16.76,37332.85546875,2714.9453125,32.816246032714844,37332.85546875
2021-06-01,89.83000183105469,1905.0,0.06,1.606,17.9,36684.92578125,2633.518310546875,30.985260009765625,36684.92578125
2021-06-02,89.9000015258789,1909.9,0.06,1.589,17.48,37575.1796875,2706.125,33.95631790161133,37575.1796875
2021-06-03,90.5,1873.3,0.06,1.625,18.04,39208.765625,2855.12646484375,39.47090530395508,39208.765625
2021-06-04,90.13999938964844,1892.0,0.06,1.557,16.42,36894.40625,2688.195068359375,37.415069580078125,36894.40625
2021-06-05,90.13999938964844,1892.0,0.06,1.557,16.42,35551.95703125,2630.576904296875,39.58539962768555,35551.95703125
2021-06-06,90.13999938964844,1892.0,0.06,1.557,16.42,35862.37890625,2715.0927734375,42.30837631225586,35862.37890625
2021-06-07,89.94999694824219,1898.8,0.06,1.569,16.42,33560.70703125,2590.26318359375,38.262332916259766,33560.70703125
2021-06-08,90.08000183105467,1894.4,0.06,1.538,17.07,33472.6328125,2517.438720703125,41.51781463623047,33472.6328125
2021-06-09,90.12000274658205,1895.5,0.06,1.492,17.89,37345.12109375,2608.26708984375,42.031776428222656,37345.12109375
2021-06-10,90.08000183105467,1896.4,0.06,1.437,16.1,36702.59765625,2471.5185546875,41.09867477416992,36702.59765625
2021-06-11,90.55999755859376,1879.6,0.06,1.454,15.65,37334.3984375,2353.768798828125,36.046085357666016,37334.3984375
2021-06-12,90.55999755859376,1879.6,0.06,1.454,15.65,35552.515625,2372.484375,36.441688537597656,35552.515625
2021-06-13,90.55999755859376,1879.6,0.06,1.454,15.65,39097.859375,2508.3916015625,38.77043533325195,39097.859375
2021-06-14,90.5199966430664,1865.9,0.06,1.497,16.39,40218.4765625,2537.89111328125,38.71305465698242,40218.4765625
2021-06-15,90.54000091552734,1856.4,0.06,1.489,17.02,40406.26953125,2610.936767578125,41.15364837646485,40406.26953125
2021-06-16,91.12999725341795,1861.4,0.06,1.581,18.15,38347.0625,2367.66357421875,39.70361709594727,38347.0625
2021-06-17,91.88999938964844,1774.8,0.1,1.511,17.75,38053.50390625,2372.001953125,39.264591217041016,38053.50390625
2021-06-18,92.2300033569336,1769.0,0.1,1.443,20.7,35787.24609375,2231.733154296875,36.64879608154297,35787.24609375
2021-06-19,92.2300033569336,1769.0,0.1,1.443,20.7,35615.87109375,2178.4990234375,35.35343551635742,35615.87109375
2021-06-20,92.2300033569336,1769.0,0.1,1.443,20.7,35698.296875,2246.364501953125,35.32201385498047,35698.296875
2021-06-21,91.86000061035156,1782.9,0.1,1.497,17.89,31676.693359375,1888.447509765625,26.657400131225582,31676.693359375
2021-06-22,91.7300033569336,1777.4,0.1,1.467,16.66,32505.66015625,1874.9500732421875,26.7718563079834,32505.66015625
2021-06-23,91.8000030517578,1783.4,0.1,1.485,16.32,33723.02734375,1989.736328125,30.048887252807617,33723.02734375
2021-06-24,91.81999969482422,1776.7,0.1,1.499,15.97,34662.4375,1988.456298828125,31.18103408813477,34662.4375
2021-06-25,91.80999755859376,1777.8,0.1,1.524,15.62,31637.779296875,1813.21728515625,28.698862075805664,31637.779296875
2021-06-26,91.80999755859376,1777.8,0.1,1.524,15.62,32186.27734375,1829.2392578125,29.712854385375977,32186.27734375
2021-06-27,91.80999755859376,1777.8,0.1,1.524,15.62,34649.64453125,1978.8946533203125,31.929391860961918,34649.64453125
2021-06-28,91.87999725341795,1780.7,0.1,1.482,15.76,34434.3359375,2079.657470703125,32.92778015136719,34434.3359375
2021-06-29,92.0500030517578,1763.6,0.1,1.475,16.02,35867.77734375,2160.768310546875,33.86680221557617,35867.77734375
2021-06-30,92.44000244140624,1771.6,0.08,1.468,15.83,35040.8359375,2274.547607421875,35.55640411376953,35040.8359375
2021-07-01,92.5999984741211,1776.8,0.1,1.459,15.48,33572.1171875,2113.60546875,33.40403366088867,33572.1171875
2021-07-02,92.2300033569336,1783.3,0.1,1.431,15.07,33897.046875,2150.040283203125,34.02048110961914,33897.046875
2021-07-03,92.2300033569336,1783.3,0.1,1.431,15.07,34668.546875,2226.1142578125,34.478816986083984,34668.546875
2021-07-04,92.2300033569336,1783.3,0.1,1.431,15.07,35287.78125,2321.72412109375,34.31060028076172,35287.78125
2021-07-05,92.2300033569336,1783.3,0.1,1.436,15.07,33746.00390625,2198.58251953125,32.984588623046875,33746.00390625
2021-07-06,92.5500030517578,1794.2,0.1,1.352,16.44,34235.1953125,2324.679443359375,34.26913833618164,34235.1953125
2021-07-07,92.63999938964844,1802.1,0.1,1.323,16.2,33855.328125,2315.161865234375,36.59136962890625,33855.328125
2021-07-08,92.36000061035156,1800.2,0.1,1.294,19.0,32877.37109375,2120.0263671875,33.20372772216797,32877.37109375
2021-07-09,92.12999725341795,1810.6,0.1,1.361,16.18,33798.01171875,2146.6923828125,33.2646484375,33798.01171875
2021-07-10,92.12999725341795,1810.6,0.1,1.361,16.18,33520.51953125,2111.403564453125,31.78864479064941,33520.51953125
2021-07-11,92.12999725341795,1810.6,0.1,1.361,16.18,34240.1875,2139.664794921875,32.17784118652344,34240.1875
2021-07-12,92.2300033569336,1805.9,0.1,1.368,16.17,33155.84765625,2036.7210693359373,30.848087310791016,33155.84765625
2021-07-13,92.75,1809.9,0.1,1.418,17.12,32702.025390625,1940.083984375,29.12118911743164,32702.025390625
2021-07-14,92.41000366210938,1825.0,0.1,1.349,16.33,32822.34765625,1994.331298828125,31.2810001373291,32822.34765625
2021-07-15,92.62000274658205,1829.0,0.1,1.301,17.01,31780.73046875,1911.1756591796875,28.45210075378418,31780.73046875
2021-07-16,92.69000244140624,1815.0,0.1,1.3,18.45,31421.5390625,1880.3829345703125,26.37000846862793,31421.5390625
2021-07-17,92.69000244140624,1815.0,0.1,1.3,18.45,31533.068359375,1898.8251953125,26.721668243408203,31533.068359375
2021-07-18,92.69000244140624,1815.0,0.1,1.3,18.45,31796.810546875,1895.5521240234373,26.751909255981445,31796.810546875
2021-07-19,92.88999938964844,1809.2,0.1,1.199,22.5,30817.83203125,1817.296630859375,24.44757652282715,30817.83203125
2021-07-20,92.97000122070312,1811.4,0.1,1.222,19.73,29807.34765625,1787.5107421875,23.48955535888672,29807.34765625
2021-07-21,92.75,1803.4,0.1,1.292,17.91,32110.693359375,1990.9708251953125,26.62307929992676,32110.693359375
2021-07-22,92.81999969482422,1805.4,0.1,1.277,17.69,32313.10546875,2025.2027587890625,27.70208168029785,32313.10546875
2021-07-23,92.91000366210938,1801.8,0.1,1.281,17.2,33581.55078125,2124.776611328125,28.513879776000977,33581.55078125
2021-07-24,92.91000366210938,1801.8,0.1,1.281,17.2,34292.4453125,2189.21875,28.702619552612305,34292.4453125
2021-07-25,92.91000366210938,1801.8,0.1,1.281,17.2,35350.1875,2191.373779296875,28.168773651123047,35350.1875
2021-07-26,92.6500015258789,1799.2,0.1,1.295,17.58,37337.53515625,2233.36669921875,28.306642532348636,37337.53515625
2021-07-27,92.43000030517578,1800.18,0.1,1.239,19.36,39406.94140625,2298.33349609375,28.065326690673828,39406.94140625
2021-07-28,92.31999969482422,1800.54,0.1,1.238,18.31,39995.90625,2296.54541015625,27.815410614013672,39995.90625
2021-07-29,91.86000061035156,1832.4,0.1,1.266,17.7,40008.421875,2380.956787109375,31.281137466430664,40008.421875
2021-07-30,92.16999816894533,1814.12,0.07,1.226,18.24,42235.546875,2466.96142578125,32.393943786621094,42235.546875
2021-07-31,92.16999816894533,1814.12,0.07,1.226,18.24,41626.1953125,2536.2099609375,36.82731246948242,41626.1953125
2021-08-01,92.16999816894533,1814.12,0.07,1.226,18.24,39974.89453125,2561.85205078125,34.25436019897461,39974.89453125
2021-08-02,92.0500030517578,1819.8,0.1,1.179,19.46,39201.9453125,2610.1533203125,33.22241973876953,39201.9453125
2021-08-03,92.08000183105467,1811.7,0.1,1.174,18.04,38152.98046875,2502.349609375,33.99644088745117,38152.98046875
2021-08-04,92.2699966430664,1812.2,0.1,1.18,17.97,39747.50390625,2724.619873046875,35.76362609863281,39747.50390625
2021-08-05,92.23999786376952,1806.6,0.1,1.225,17.28,40869.5546875,2827.328857421875,37.35513687133789,40869.5546875
2021-08-06,92.8000030517578,1761.1,0.1,1.305,16.15,42816.5,2890.941650390625,39.446102142333984,42816.5
2021-08-07,92.8000030517578,1761.1,0.1,1.305,16.15,44555.80078125,3157.23876953125,39.40347290039063,44555.80078125
2021-08-08,92.8000030517578,1761.1,0.1,1.305,16.15,43798.1171875,3013.732666015625,37.673824310302734,43798.1171875
2021-08-09,92.9499969482422,1724.4,0.1,1.325,16.72,46365.40234375,3167.856201171875,38.76778411865234,46365.40234375
2021-08-10,93.05999755859376,1729.7,0.1,1.354,16.79,45585.03125,3141.691162109375,40.63979721069336,45585.03125
2021-08-11,92.91000366210938,1751.2,0.1,1.335,16.06,45593.63671875,3164.2451171875,41.74411392211914,45593.63671875
2021-08-12,93.04000091552734,1749.8,0.1,1.361,15.59,44428.2890625,3043.414306640625,41.09936141967773,44428.2890625
2021-08-13,92.5199966430664,1776.0,0.1,1.283,15.45,47793.3203125,3322.211669921875,44.89450073242188,47793.3203125
2021-08-14,92.5199966430664,1776.0,0.1,1.283,15.45,47096.9453125,3265.443359375,44.11285018920898,47096.9453125
2021-08-15,92.5199966430664,1776.0,0.1,1.283,15.45,47047.00390625,3310.504150390625,53.74515914916992,47047.00390625
2021-08-16,92.62999725341795,1787.6,0.1,1.268,16.12,46004.484375,3156.509521484375,62.432464599609375,46004.484375
2021-08-17,93.12999725341795,1785.7,0.1,1.267,17.91,44695.359375,3014.845947265625,64.21070861816406,44695.359375
2021-08-18,93.13999938964844,1782.3,0.09,1.26,21.57,44801.1875,3020.08984375,72.5433120727539,44801.1875
2021-08-19,93.56999969482422,1780.9,0.09,1.243,21.67,46717.578125,3182.7021484375,72.75760650634766,46717.578125
2021-08-20,93.5,1781.8,0.09,1.255,18.56,49339.17578125,3286.935302734375,78.72461700439453,49339.17578125
2021-08-21,93.5,1781.8,0.09,1.255,18.56,48905.4921875,3226.083984375,73.75621032714844,48905.4921875
2021-08-22,93.5,1781.8,0.09,1.255,18.56,49321.65234375,3242.115478515625,72.80391693115234,49321.65234375
2021-08-23,92.95999908447266,1804.0,0.09,1.253,17.15,49546.1484375,3319.25732421875,75.70803833007812,49546.1484375
2021-08-24,92.88999938964844,1806.3,0.09,1.297,17.22,47706.1171875,3172.456298828125,70.67090606689453,47706.1171875
2021-08-25,92.83000183105467,1788.8,0.09,1.349,16.79,48960.7890625,3224.915283203125,71.95156860351562,48960.7890625
2021-08-26,93.05999755859376,1793.0,0.09,1.354,18.84,46942.21875,3100.325439453125,75.31620788574219,46942.21875
2021-08-27,92.69000244140624,1817.2,0.08,1.31,16.39,49058.66796875,3270.600830078125,88.08698272705078,49058.66796875
2021-08-28,92.69000244140624,1817.2,0.08,1.31,16.39,48902.40234375,3244.4033203125,96.7031707763672,48902.40234375
2021-08-29,92.69000244140624,1817.2,0.08,1.31,16.39,48829.83203125,3227.002685546875,94.46967315673828,48829.83203125
2021-08-30,92.6500015258789,1809.8,0.08,1.28,16.19,47054.984375,3224.374267578125,110.54480743408205,47054.984375
2021-08-31,92.62999725341795,1815.8,0.06,1.307,16.48,47166.6875,3433.732666015625,108.48377227783205,47166.6875
2021-09-01,92.4499969482422,1813.8,0.08,1.299,16.11,48847.02734375,3834.828125,111.0330047607422,48847.02734375
2021-09-02,92.2300033569336,1809.4,0.08,1.285,16.41,49327.72265625,3790.989990234375,128.10238647460938,49327.72265625
2021-09-03,92.04000091552734,1831.5,0.08,1.326,16.41,50025.375,3940.61474609375,146.5830535888672,50025.375
2021-09-04,92.04000091552734,1831.5,0.08,1.326,16.41,49944.625,3887.828369140625,139.11306762695312,49944.625
2021-09-05,92.04000091552734,1831.5,0.08,1.326,16.41,51753.41015625,3952.133544921875,142.0708770751953,51753.41015625
2021-09-06,92.04000091552734,1831.5,0.08,1.336,16.41,52633.53515625,3928.37939453125,164.38092041015625,52633.53515625
2021-09-07,92.5199966430664,1796.3,0.08,1.377,18.14,46811.12890625,3426.394287109375,173.14892578125,46811.12890625
2021-09-08,92.6500015258789,1791.2,0.08,1.336,17.96,46091.390625,3497.315185546875,191.04139709472656,46091.390625
2021-09-09,92.4800033569336,1797.8,0.08,1.297,18.8,46391.421875,3427.340087890625,188.19580078125,46391.421875
2021-09-10,92.58000183105467,1789.9,0.08,1.343,20.95,44883.91015625,3211.505859375,179.865234375,44883.91015625
2021-09-11,92.58000183105467,1789.9,0.08,1.343,20.95,45201.45703125,3270.278076171875,178.8678741455078,45201.45703125
2021-09-12,92.58000183105467,1789.9,0.08,1.343,20.95,46063.26953125,3410.134521484375,174.53762817382812,46063.26953125
2021-09-13,92.62000274658205,1792.3,0.08,1.326,19.37,44963.07421875,3285.51171875,169.26954650878906,44963.07421875
2021-09-14,92.6500015258789,1805.0,0.08,1.284,19.46,47092.4921875,3429.169677734375,158.09481811523438,47092.4921875
2021-09-15,92.48999786376952,1792.6,0.08,1.304,18.18,48176.34765625,3615.28271484375,159.1173858642578,48176.34765625
2021-09-16,92.86000061035156,1754.6,0.08,1.336,18.69,47783.359375,3571.294921875,152.47406005859375,47783.359375
2021-09-17,93.1999969482422,1749.4,0.08,1.363,20.81,47267.51953125,3398.538818359375,147.5930633544922,47267.51953125
2021-09-18,93.1999969482422,1749.4,0.08,1.363,20.81,48278.36328125,3432.018310546875,169.18421936035156,48278.36328125
2021-09-19,93.1999969482422,1749.4,0.08,1.363,20.81,47260.21875,3329.447998046875,152.51669311523438,47260.21875
2021-09-20,93.23999786376952,1761.8,0.08,1.312,25.71,42843.80078125,2958.993408203125,132.13446044921875,42843.80078125
2021-09-21,93.1999969482422,1776.1,0.08,1.328,24.36,40693.67578125,2764.43115234375,123.9503936767578,40693.67578125
2021-09-22,93.45999908447266,1776.7,0.08,1.304,20.87,43574.5078125,3077.867919921875,147.92425537109375,43574.5078125
2021-09-23,93.0999984741211,1747.7,0.08,1.435,18.63,44895.09765625,3155.523681640625,149.75357055664062,44895.09765625
2021-09-24,93.33000183105467,1749.7,0.08,1.453,17.75,42839.75,2931.669189453125,139.39564514160156,42839.75
2021-09-25,93.33000183105467,1749.7,0.08,1.453,17.75,42716.59375,2925.565673828125,136.17892456054688,42716.59375
2021-09-26,93.33000183105467,1749.7,0.08,1.453,17.75,43208.5390625,3062.265380859375,135.69937133789062,43208.5390625
2021-09-27,93.37999725341795,1750.4,0.08,1.491,18.76,42235.73046875,2934.138916015625,136.72842407226562,42235.73046875
2021-09-28,93.7699966430664,1736.54,0.08,1.546,23.25,41034.54296875,2807.296630859375,131.53721618652344,41034.54296875
2021-09-29,94.33999633789062,1722.34,0.08,1.524,22.56,41564.36328125,2853.143310546875,135.35145568847656,41564.36328125
2021-09-30,94.25,1756.66,0.06,1.492,23.14,43790.89453125,3001.678955078125,141.0690460205078,43790.89453125
2021-10-01,94.04000091552734,1758.4,0.08,1.465,21.15,48116.94140625,3307.51611328125,161.682373046875,48116.94140625
2021-10-02,94.04000091552734,1758.4,0.08,1.465,21.15,47711.48828125,3391.6943359375,169.093017578125,47711.48828125
2021-10-03,94.04000091552734,1758.4,0.08,1.465,21.15,48199.953125,3418.358642578125,172.5891571044922,48199.953125
2021-10-04,93.80999755859376,1767.6,0.08,1.481,22.96,49112.90234375,3380.089111328125,166.73191833496094,49112.90234375
2021-10-05,93.9800033569336,1760.9,0.08,1.528,21.3,51514.8125,3518.5185546875,164.11582946777344,51514.8125
2021-10-06,94.2699966430664,1761.8,0.08,1.528,21.0,55361.44921875,3580.56201171875,154.1077423095703,55361.44921875
2021-10-07,94.22000122070312,1759.2,0.08,1.576,19.54,53805.984375,3587.974853515625,154.28118896484375,53805.984375
2021-10-08,94.06999969482422,1757.4,0.08,1.612,18.77,53967.84765625,3563.75927734375,158.94920349121094,53967.84765625
2021-10-09,94.06999969482422,1757.4,0.08,1.612,18.77,54968.22265625,3575.716796875,156.82583618164062,54968.22265625
2021-10-10,94.06999969482422,1757.4,0.08,1.612,18.77,54771.578125,3425.852783203125,148.0487060546875,54771.578125
2021-10-11,94.31999969482422,1755.7,0.08,1.628,20.0,57484.7890625,3545.35400390625,144.85813903808594,57484.7890625
2021-10-12,94.5199966430664,1759.3,0.08,1.572,19.85,56041.05859375,3492.5732421875,152.73712158203125,56041.05859375
2021-10-13,94.08000183105467,1794.7,0.08,1.542,18.64,57401.09765625,3606.20166015625,148.17604064941406,57401.09765625
2021-10-14,93.95999908447266,1797.9,0.08,1.516,16.86,57321.5234375,3786.01416015625,149.75680541992188,57321.5234375
2021-10-15,93.94000244140624,1768.3,0.08,1.574,16.3,61593.94921875,3862.634765625,162.59620666503906,61593.94921875
2021-10-16,93.94000244140624,1768.3,0.08,1.574,16.3,60892.1796875,3830.382080078125,157.538818359375,60892.1796875
2021-10-17,93.94000244140624,1768.3,0.08,1.574,16.3,61553.6171875,3847.1044921875,159.74380493164062,61553.6171875
2021-10-18,93.9499969482422,1765.7,0.08,1.591,16.31,62026.078125,3748.76025390625,157.2312774658203,62026.078125
2021-10-19,93.79000091552734,1770.5,0.08,1.641,15.7,64261.9921875,3877.65087890625,156.01702880859375,64261.9921875
2021-10-20,93.55999755859376,1784.9,0.08,1.66,15.49,65992.8359375,4155.9921875,175.94686889648438,65992.8359375
2021-10-21,93.7699966430664,1781.9,0.08,1.696,15.01,62210.171875,4054.32275390625,190.3184356689453,62210.171875
2021-10-22,93.61000061035156,1796.3,0.08,1.638,15.43,60692.265625,3970.181884765625,196.43153381347656,60692.265625
2021-10-23,93.61000061035156,1796.3,0.08,1.638,15.43,61393.6171875,4171.66357421875,197.703857421875,61393.6171875
2021-10-24,93.61000061035156,1796.3,0.08,1.638,15.43,60930.8359375,4087.903076171875,202.3619842529297,60930.8359375
2021-10-25,93.80999755859376,1806.8,0.08,1.633,15.24,63039.82421875,4217.876953125,210.1042938232422,63039.82421875
2021-10-26,93.9499969482422,1793.4,0.08,1.61,15.98,60363.79296875,4131.10205078125,199.8072509765625,60363.79296875
2021-10-27,93.86000061035156,1798.8,0.08,1.55,16.98,58482.38671875,3930.25732421875,183.77459716796875,58482.38671875
2021-10-28,93.3499984741211,1802.6,0.08,1.578,16.53,60622.13671875,4287.31884765625,194.86398315429688,60622.13671875
2021-10-29,94.12000274658205,1783.9,0.07,1.561,16.26,62227.96484375,4414.74658203125,200.1827545166016,62227.96484375
2021-10-30,94.12000274658205,1783.9,0.07,1.561,16.26,61888.83203125,4325.650390625,195.4160614013672,61888.83203125
2021-10-31,94.12000274658205,1783.9,0.07,1.561,16.26,61318.95703125,4288.07421875,202.4210205078125,61318.95703125
2021-11-01,93.87999725341795,1795.8,0.08,1.561,16.41,61004.40625,4324.626953125,203.5450897216797,61004.40625
2021-11-02,94.08999633789062,1789.4,0.08,1.547,16.03,63226.40234375,4584.798828125,220.23959350585935,63226.40234375
2021-11-03,93.86000061035156,1763.9,0.08,1.603,15.1,62970.046875,4607.19384765625,242.89881896972656,62970.046875
2021-11-04,94.3499984741211,1793.5,0.08,1.53,15.44,61452.23046875,4537.32421875,247.3877716064453,61452.23046875
2021-11-05,94.31999969482422,1816.8,0.08,1.455,16.48,61125.67578125,4486.2431640625,236.47433471679688,61125.67578125
2021-11-06,94.31999969482422,1816.8,0.08,1.455,16.48,61527.48046875,4521.5810546875,258.934326171875,61527.48046875
2021-11-07,94.31999969482422,1816.8,0.08,1.455,16.48,63326.98828125,4620.5546875,249.823486328125,63326.98828125
2021-11-08,94.0500030517578,1828.0,0.08,1.493,17.22,67566.828125,4812.08740234375,248.46717834472656,67566.828125
2021-11-09,93.95999908447266,1830.8,0.08,1.439,17.78,66971.828125,4735.06884765625,239.213134765625,66971.828125
2021-11-10,94.8499984741211,1848.3,0.08,1.57,18.73,64995.23046875,4636.17431640625,233.77952575683597,64995.23046875
2021-11-11,95.18000030517578,1863.9,0.08,1.578,17.66,64949.9609375,4730.38427734375,234.24075317382807,64949.9609375
2021-11-12,95.12999725341795,1868.5,0.08,1.57,16.29,64155.94140625,4667.115234375,228.5020904541016,64155.94140625
2021-11-13,95.12999725341795,1868.5,0.08,1.57,16.29,64469.52734375,4651.46044921875,241.8250274658203,64469.52734375
2021-11-14,95.12999725341795,1868.5,0.08,1.57,16.29,65466.83984375,4626.35888671875,238.42552185058597,65466.83984375
2021-11-15,95.41000366210938,1866.6,0.08,1.618,16.49,63557.87109375,4557.50390625,237.55360412597656,63557.87109375
2021-11-16,95.91999816894533,1854.1,0.08,1.64,16.37,60161.24609375,4216.365234375,219.2390289306641,60161.24609375
2021-11-17,95.83000183105467,1870.2,0.08,1.585,17.11,60368.01171875,4287.59375,218.7152404785156,60368.01171875
2021-11-18,95.54000091552734,1861.4,0.08,1.587,17.59,56942.13671875,4000.65087890625,195.48741149902344,56942.13671875
2021-11-19,96.06999969482422,1851.6,0.08,1.548,17.91,58119.578125,4298.306640625,215.28001403808597,58119.578125
2021-11-20,96.06999969482422,1851.6,0.08,1.548,17.91,59697.1953125,4409.93115234375,218.0152740478516,59697.1953125
2021-11-21,96.06999969482422,1851.6,0.08,1.548,17.91,58730.4765625,4269.73291015625,231.2826232910156,58730.4765625
2021-11-22,96.5,1806.3,0.08,1.632,19.17,56289.2890625,4088.457763671875,215.73727416992188,56289.2890625
2021-11-23,96.48999786376952,1783.8,0.08,1.676,19.38,57569.07421875,4340.763671875,221.8368988037109,57569.07421875
2021-11-24,96.83999633789062,1784.82,0.08,1.643,18.58,56280.42578125,4239.9814453125,214.92153930664065,56280.42578125
2021-11-25,96.83999633789062,1784.82,0.08,1.596,18.58,57274.6796875,4274.7431640625,206.25299072265625,57274.6796875
2021-11-26,96.08999633789062,1786.54,0.08,1.482,28.62,53569.765625,4030.908935546875,191.51174926757807,53569.765625
2021-11-27,96.08999633789062,1786.54,0.08,1.482,28.62,54815.078125,4096.912109375,193.10215759277344,54815.078125
2021-11-28,96.08999633789062,1786.54,0.08,1.482,28.62,57248.45703125,4294.45361328125,200.67665100097656,57248.45703125
2021-11-29,96.33999633789062,1784.04,0.08,1.502,22.96,57806.56640625,4445.10498046875,204.31936645507807,57806.56640625
2021-11-30,95.98999786376952,1775.92,0.07,1.456,27.19,57005.42578125,4631.47900390625,208.6709899902344,57005.42578125
2021-12-01,96.0500030517578,1784.3,0.08,1.404,31.12,57229.828125,4586.990234375,229.7992401123047,57229.828125
2021-12-02,96.12999725341795,1762.7,0.08,1.444,27.95,56477.81640625,4511.30224609375,233.9930419921875,56477.81640625
2021-12-03,96.12000274658205,1783.9,0.08,1.356,30.67,53598.24609375,4220.7060546875,211.22439575195312,53598.24609375
2021-12-04,96.12000274658205,1783.9,0.08,1.356,30.67,49200.703125,4119.58740234375,201.1248321533203,49200.703125
2021-12-05,96.12000274658205,1783.9,0.08,1.356,30.67,49368.84765625,4198.32275390625,196.1682586669922,49368.84765625
2021-12-06,96.29000091552734,1779.5,0.08,1.433,27.18,50582.625,4358.7373046875,194.19921875,50582.625
2021-12-07,96.37000274658205,1784.7,0.08,1.482,21.89,50700.0859375,4315.0615234375,190.59690856933597,50700.0859375
2021-12-08,95.88999938964844,1785.5,0.08,1.528,19.9,50504.796875,4439.35791015625,194.6217041015625,50504.796875
2021-12-09,96.2699966430664,1776.7,0.08,1.497,21.58,47672.12109375,4119.81591796875,181.17808532714844,47672.12109375
2021-12-10,96.0500030517578,1784.8,0.08,1.482,18.69,47243.3046875,3908.49609375,167.954833984375,47243.3046875
2021-12-11,96.0500030517578,1784.8,0.08,1.482,18.69,49362.5078125,4084.452392578125,171.94949340820312,49362.5078125
2021-12-12,96.0500030517578,1784.8,0.08,1.482,18.69,50098.3359375,4134.453125,173.43167114257812,50098.3359375
2021-12-13,96.31999969482422,1788.3,0.08,1.414,20.31,46737.48046875,3784.226806640625,155.2130584716797,46737.48046875
2021-12-14,96.56999969482422,1772.3,0.08,1.441,21.89,46612.6328125,3745.4404296875,153.34144592285156,46612.6328125
2021-12-15,96.51000213623048,1764.5,0.08,1.458,19.29,48896.72265625,4018.388671875,178.34078979492188,48896.72265625
2021-12-16,96.04000091552734,1798.2,0.08,1.424,20.57,47665.42578125,3962.4697265625,176.9546661376953,47665.42578125
2021-12-17,96.56999969482422,1804.9,0.08,1.407,21.57,46202.14453125,3879.486572265625,175.5032958984375,46202.14453125
2021-12-18,96.56999969482422,1804.9,0.08,1.407,21.57,46848.77734375,3960.860107421875,182.8351287841797,46848.77734375
