Date,LTC_Price,LTC_Volume,ETH_Price,ETH_Volume,BTC_Price,BTC_Volume,Gold_Price,Interest_Rate,VIX_Close
2019-09-14,0.11147454516344293,0.12974297614842142,0.01648408931025908,0.05362854062190352,0.079093,0.023544,0.037002,0.396975,0.030921
2019-09-15,0.11077943998366521,0.12363494907418152,0.016842191112493046,0.050257091691920525,0.078942,0.01942,0.037002,0.396975,0.030921
2019-09-16,0.11713051800427515,0.14163262862312195,0.01840000876162688,0.07476101366545557,0.0779,0.028437,0.048122,0.417769,0.043992
2019-09-17,0.12176631224174678,0.16696025817071009,0.020845105031746722,0.0989179339715506,0.077379,0.028855,0.050084,0.427221,0.040759
2019-09-18,0.13230834379495313,0.19832688983675473,0.02143731973719851,0.08632157422571649,0.076747,0.031357,0.05214,0.417769,0.033872
2019-09-19,0.12975009664029652,0.20464071021464847,0.023540447723839706,0.1036202889340419,0.077748,0.04226,0.04317,0.351607,0.035278
2019-09-20,0.12437619173447706,0.16939726567486557,0.022853259138014396,0.07216329677649874,0.076503,0.027205,0.051205,0.351607,0.053127
2019-09-21,0.11978413261961318,0.1371768927641509,0.022314313280547112,0.06870868453382173,0.074126,0.023418,0.051205,0.351607,0.053127
2019-09-22,0.11725148703574706,0.1328024849507763,0.021469723086877262,0.06955266161844305,0.07487,0.022765,0.051205,0.351607,0.053127
2019-09-23,0.10103796718849681,0.17316793149406576,0.01942269404847297,0.06569129668771431,0.069863,0.028393,0.065969,0.351607,0.047365
2019-09-24,0.0700178979765923,0.21255091030456566,0.012231221066535385,0.11742672765544901,0.053584,0.056914,0.074192,0.351607,0.077442
2019-09-25,0.07517758018298504,0.18124690539902003,0.012822942451759693,0.09326318256205213,0.051623,0.047488,0.048309,0.351607,0.062122
2019-09-26,0.06922182432190321,0.1422581163574945,0.011936929586620511,0.0699826497809505,0.04622,0.040294,0.050925,0.342155,0.063668
2019-09-27,0.07152894860867184,0.1232719636971531,0.013635090349417043,0.07072326286111781,0.048171,0.03205,0.045973,0.338374,0.079831
2019-09-28,0.06962019377652962,0.10379361029086494,0.013605715077187244,0.058418962570496696,0.048084,0.025489,0.045973,0.338374,0.079831
2019-09-29,0.06578721157868272,0.09536181864409124,0.012740155528321643,0.05358487246901998,0.046003,0.022288,0.045973,0.338374,0.079831
2019-09-30,0.07067403211483145,0.11863738222826656,0.014732873904313663,0.0663981061817938,0.048788,0.034094,0.01467,0.351607,0.066058
2019-10-01,0.07067731546800074,0.12336610995335856,0.014194366193101045,0.06789518324746024,0.049513,0.028857,0.029714,0.347826,0.098665
2019-10-02,0.0719454623450278,0.1114805613806352,0.014911179956797704,0.05162503719444028,0.050244,0.022551,0.047374,0.342155,0.126774
2019-10-03,0.07205203183416911,0.11754052769020773,0.013738960221524276,0.052180956606003595,0.048291,0.024123,0.052887,0.338374,0.106535
2019-10-04,0.07291385839154227,0.12151179062225007,0.014118768113767406,0.05057327205678849,0.047497,0.022591,0.052046,0.336484,0.077301
2019-10-05,0.07288759156618807,0.10871358205247665,0.013984026781108865,0.04557678847237409,0.046698,0.019874,0.052046,0.336484,0.077301
2019-10-06,0.0688588313881889,0.12648436876644897,0.013283742490560631,0.04576706344943278,0.0443,0.022653,0.052046,0.336484,0.077301
2019-10-07,0.07554406033820268,0.15501740536073746,0.015012388496098792,0.06993447917412052,0.04808,0.036682,0.044104,0.336484,0.088826
2019-10-08,0.07444788176589442,0.12847698977881924,0.015190038951964736,0.06534675891382874,0.047832,0.029687,0.043637,0.336484,0.122839
2019-10-09,0.08016424255325175,0.14937430711528765,0.017587516838021417,0.08502896752218221,0.05322,0.040661,0.051953,0.336484,0.099789
2019-10-10,0.07550970315896074,0.12977198561216646,0.017240053875956413,0.07638579153991713,0.053084,0.03555,0.040833,0.336484,0.084751
2019-10-11,0.07134927622690873,0.129816294840532,0.015306624802040859,0.08551926167236132,0.049197,0.041295,0.029434,0.336484,0.056781
2019-10-12,0.07046577524665346,0.11064545003036687,0.01493588166897768,0.06568711840346181,0.049415,0.026622,0.029434,0.336484,0.056781
2019-10-13,0.07252228097141308,0.11834137984289753,0.0152014372456418,0.056450047061530714,0.049186,0.024526,0.029434,0.336484,0.056781
2019-10-14,0.073257558942909,0.11876309341062125,0.01624063253246943,0.06304385700743374,0.049974,0.028412,0.03775,0.336484,0.042586
2019-10-15,0.06754424545064996,0.13887471787153052,0.015059124096596984,0.0685648372781944,0.047489,0.028612,0.024575,0.351607,0.02811
2019-10-16,0.0618593340362964,0.159902700602514,0.013912131849009145,0.06807683532522238,0.045171,0.031074,0.034386,0.351607,0.030077
2019-10-17,0.06737623648357641,0.1569101425093487,0.014340687568994138,0.05649925927830503,0.045999,0.025986,0.038404,0.342155,0.031623
2019-10-18,0.06345863819719061,0.14338007865636068,0.013403320717279756,0.0665600291259645,0.04408,0.029859,0.03448,0.342155,0.038089
2019-10-19,0.06498564420888686,0.13048973530239832,0.013252663316229329,0.05424463973670317,0.044306,0.024496,0.03448,0.342155,0.038089
2019-10-20,0.06751660519651906,0.139395790894713,0.013810222275700588,0.05727417068197829,0.047734,0.029433,0.03448,0.342155,0.038089
2019-10-21,0.06752762481646957,0.1458288142083459,0.013679755303170945,0.05745292404288055,0.048052,0.030487,0.028873,0.342155,0.034575
2019-10-22,0.06416934466947855,0.1325656023978503,0.013122455985924677,0.05957827117402109,0.045622,0.033192,0.028312,0.342155,0.04104
2019-10-23,0.052590792856451435,0.1654240118599729,0.011017147004593577,0.0915434752115889,0.037348,0.048061,0.035975,0.342155,0.034715
2019-10-24,0.053827597659597964,0.1415548145551329,0.010967324907145814,0.06333993051402756,0.037037,0.031645,0.044384,0.342155,0.030499
2019-10-25,0.07315519557939629,0.20421974345178892,0.015084040013612594,0.10044707520872581,0.054174,0.067626,0.044945,0.338374,0.015601
2019-10-26,0.0726945819034138,0.28611338916449597,0.01472506191886928,0.14259679268300396,0.062752,0.113313,0.044945,0.338374,0.015601
2019-10-27,0.0815231644884882,0.22924213284820585,0.01566237035108303,0.10599732752227634,0.067255,0.078875,0.044945,0.338374,0.015601
2019-10-28,0.07649629713676637,0.20550352607835828,0.015326432258279777,0.10103129067104177,0.062916,0.074116,0.036068,0.338374,0.022066
2019-10-29,0.08139837560823113,0.19366263669387648,0.016959909651775688,0.10365294673705522,0.065434,0.06682,0.031303,0.336484,0.023331
2019-10-30,0.07732362702603746,0.18274721136200198,0.01575807447521434,0.10197992488312327,0.062175,0.064737,0.040179,0.336484,0.011103
2019-10-31,0.07833542556787779,0.17036502015452634,0.015603814538292179,0.09133733385613906,0.062085,0.061488,0.057092,0.291115,0.023612
2019-11-01,0.07778119340692169,0.18487551979101888,0.015604447416215594,0.08572663901578739,0.062988,0.054952,0.053915,0.289225,0.010682
2019-11-02,0.07781883393933284,0.18089128104053848,0.015595051613198758,0.07289165381023338,0.063922,0.046035,0.053915,0.289225,0.010682
2019-11-03,0.07789805288197585,0.17563172371304372,0.01527585395285173,0.08104997194090308,0.06261,0.045716,0.053915,0.289225,0.010682
2019-11-04,0.08618975357431219,0.2262608734516171,0.01611179806042941,0.10279320272637285,0.065213,0.060292,0.053728,0.287335,0.018131
2019-11-05,0.09105504990635122,0.25765190898635076,0.01673904174756016,0.09638868379231486,0.064184,0.060374,0.028406,0.287335,0.021926
2019-11-06,0.09377214268296188,0.2033436938455757,0.017226052668973837,0.0979940148103294,0.064453,0.051507,0.037002,0.285444,0.015179
2019-11-07,0.0869496781544023,0.1922628675733447,0.016456658109188883,0.0849455428300756,0.063083,0.050253,0.011867,0.285444,0.016725
2019-11-08,0.08325563759115978,0.1843024149236932,0.015655830612541107,0.08610490714874919,0.05629,0.054976,0.008597,0.285444,0.007449
2019-11-09,0.08726327057180502,0.15265315991387132,0.015829657836644067,0.06305475495614697,0.056418,0.035434,0.008597,0.285444,0.007449
2019-11-10,0.09257029593414706,0.1953061550780466,0.016775862260591554,0.080959396498836,0.05997,0.044141,0.008597,0.285444,0.007449
2019-11-11,0.08710687136985942,0.1629358667976308,0.01592769549527247,0.0703362601801179,0.055599,0.043208,0.003177,0.285444,0.016163
2019-11-12,0.08553505724432364,0.17975339626667283,0.01621564196831415,0.06930184138560527,0.056449,0.043336,0.0,0.285444,0.016022
2019-11-13,0.08489106936682836,0.16635063869692931,0.01651668090055095,0.06385273875429891,0.05634,0.035339,0.00897,0.285444,0.02052
2019-11-14,0.08016150642561065,0.16334194597083496,0.01603617077134546,0.07027849850950181,0.054869,0.039792,0.018408,0.285444,0.021223
2019-11-15,0.07560990981009755,0.1720478087364888,0.014870909447701763,0.08172266450427443,0.051697,0.047639,0.013829,0.285444,0.007168
2019-11-16,0.07772997953542837,0.15223716107063334,0.015472247331834141,0.05713821406766742,0.05256,0.0323,0.013829,0.285444,0.007168
2019-11-17,0.08056467215104318,0.17312325227614622,0.01584891030762708,0.06410943225705054,0.052959,0.038588,0.013829,0.285444,0.007168
2019-11-18,0.07276685859278711,0.16846678351654418,0.014879081686733308,0.06924693259518634,0.049014,0.04701,0.017006,0.285444,0.01293
2019-11-19,0.06945631582569844,0.16278891089677106,0.01421885370044541,0.0662013203598283,0.0475,0.045575,0.019249,0.285444,0.018552
2019-11-20,0.06851948718122322,0.15318385221786707,0.01384509871757236,0.062185429274735665,0.044874,0.044651,0.018968,0.285444,0.017428
2019-11-21,0.056121105687635175,0.16997041530124815,0.010817196527128804,0.07845442487242402,0.039229,0.049714,0.009251,0.285444,0.022347
2019-11-22,0.046930291992621054,0.20218561344954963,0.00843612802969149,0.12061855437887722,0.034146,0.083646,0.009437,0.285444,0.011244
2019-11-23,0.04999890742667823,0.14692814806246335,0.009106047162027151,0.07533344212741075,0.035632,0.045359,0.009437,0.285444,0.011244
2019-11-24,0.03882579608049502,0.14484702026720894,0.00685503670061512,0.06918755229693953,0.030495,0.072626,0.009437,0.285444,0.011244
2019-11-25,0.041908918356005964,0.18392833013978907,0.007629650069122359,0.10777899148996925,0.031937,0.108073,0.003084,0.285444,0.004638
2019-11-26,0.045967775938056815,0.1420327677659378,0.008158959954514707,0.0675582961793184,0.032998,0.045708,0.006728,0.285444,0.0
2019-11-27,0.04803647084320958,0.15995082263114047,0.009019430515770501,0.08126656520834362,0.037598,0.053988,0.003364,0.285444,0.002952
2019-11-28,0.045359110931912056,0.1422036201915767,0.008744414225533317,0.06389349496237384,0.036591,0.039692,0.014483,0.285444,0.002952
2019-11-29,0.05048458617783533,0.15798304893781528,0.009507275537831952,0.06580325054586453,0.040968,0.0416,0.014483,0.287335,0.015179
2019-11-30,0.04653620377300949,0.14310003444133895,0.008919276773008435,0.05442057141837725,0.038155,0.034218,0.014483,0.287335,0.015179
2019-12-01,0.04719929089443062,0.1488589875331751,0.008631291353633008,0.06093538992817184,0.036021,0.038739,0.014483,0.287335,0.015179
2019-12-02,0.041871449502191876,0.14321030218250053,0.00817897187900581,0.05569009641932579,0.034519,0.033998,0.011213,0.287335,0.047365
2019-12-03,0.04064672658031529,0.13631517724590583,0.007944420829533314,0.05003264216369449,0.034492,0.027388,0.025416,0.285444,0.062122
2019-12-04,0.04011608949654624,0.15839637790330996,0.007687336080459503,0.07019685687206934,0.033492,0.047255,0.021491,0.285444,0.045819
2019-12-05,0.04042180615830765,0.1509489553540624,0.00821934949051956,0.0566045101222199,0.036374,0.039015,0.024201,0.285444,0.041883
2019-12-06,0.041458262038654464,0.13787428234268825,0.008207746728590318,0.05311980985435248,0.037823,0.036956,0.007382,0.285444,0.029234
2019-12-07,0.041374922809681414,0.1264191337838075,0.008117076418096014,0.046475093773958254,0.037958,0.029286,0.007382,0.285444,0.029234
2019-12-08,0.042253788467815384,0.12004613751275195,0.00864809345111767,0.05291302680989628,0.038077,0.02916,0.007382,0.285444,0.029234
2019-12-09,0.03940246448810783,0.13162893386648125,0.008001584310892661,0.05658383713201166,0.035678,0.036283,0.007195,0.285444,0.060717
2019-12-10,0.03857268817882825,0.12470766298275468,0.007585092217786266,0.057983151173701605,0.033875,0.037374,0.010185,0.285444,0.058187
2019-12-11,0.03660783736508805,0.13351772388171207,0.007019516804618448,0.060139282836143865,0.032984,0.031881,0.016632,0.285444,0.048489
2019-12-12,0.036991699978260656,0.14658658397841942,0.007444064297755158,0.07049353086685672,0.033362,0.039336,0.01411,0.285444,0.033732
2019-12-13,0.03802796272018577,0.1480277887958646,0.007303841268621516,0.06290174209125327,0.033751,0.034124,0.022426,0.285444,0.01532
2019-12-14,0.03597915034255808,0.1455230001901166,0.006862381330054523,0.06027140363658122,0.031622,0.034157,0.022426,0.285444,0.01532
2019-12-15,0.03607658867631687,0.14251950706771202,0.006914653801000627,0.06254183465451915,0.032028,0.033416,0.022426,0.285444,0.01532
2019-12-16,0.026562160825795086,0.16367019378786435,0.004893809680986572,0.08386587911119107,0.028801,0.043057,0.021772,0.287335,0.008433
2019-12-17,0.017305765906693985,0.17697388893444038,0.0025519650099257093,0.08465329426373873,0.024514,0.049279,0.021865,0.285444,0.010541
2019-12-18,0.027699327663157663,0.20839530098641404,0.004782815875331175,0.11872257013368534,0.033856,0.076686,0.02009,0.285444,0.014617
2019-12-19,0.025285258340316585,0.17080563709448934,0.003980716131780936,0.090812579115571,0.03277,0.059523,0.025416,0.285444,0.013493
2019-12-20,0.026325598448922502,0.14871606487093147,0.00392646064334147,0.07393050069092201,0.033005,0.05006,0.022145,0.285444,0.013633
2019-12-21,0.025500532571150467,0.14179627702260605,0.0037275649624157227,0.06513780493240737,0.032598,0.040451,0.022145,0.285444,0.013633
2019-12-22,0.031037102947709172,0.1689792628567531,0.004629740556060531,0.08542867462853372,0.037303,0.051509,0.022145,0.285444,0.013633
2019-12-23,0.02789320644882967,0.17023146192621585,0.003830328109538938,0.09151400690972854,0.035013,0.065099,0.029434,0.285444,0.015039
2019-12-24,0.027416562283844245,0.15330804282316166,0.003925999778392114,0.07136046242304134,0.034527,0.051095,0.044478,0.285444,0.015882
2019-12-25,0.027280270937582368,0.14840970730990513,0.003371014522476075,0.07689677601013088,0.033832,0.046952,0.044478,0.285444,0.015882
2019-12-26,0.02625775321333647,0.15263610475498854,0.0033511454012087154,0.07911583025772476,0.0333,0.050503,0.053448,0.285444,0.015601
2019-12-27,0.0288233932775801,0.1582777114048676,0.0035326596579352866,0.0754571276469803,0.034051,0.050475,0.056905,0.285444,0.026564
2019-12-28,0.03350484329196435,0.17567105965070087,0.0037683515104338337,0.07266479788755481,0.034461,0.046391,0.056905,0.285444,0.026564
2019-12-29,0.03583421068696799,0.19319187508858812,0.005137126901080289,0.09256106692669647,0.035997,0.049515,0.056905,0.285444,0.026564
2019-12-30,0.033237110519808294,0.17959623395807112,0.0046852488182355725,0.09363113431488687,0.034094,0.050755,0.060176,0.285444,0.0461
2019-12-31,0.029278781486263783,0.16197955071875286,0.00404233896835449,0.08319336871730446,0.032634,0.045819,0.064754,0.285444,0.031483
2020-01-01,0.031184853840326557,0.14894731041228426,0.004295694605971883,0.07103778106748157,0.032731,0.03829,0.064754,0.285444,0.031483
2020-01-02,0.02501162411638569,0.14765124567670976,0.003574257587906495,0.07222075926489467,0.029579,0.044761,0.069333,0.285444,0.013071
2020-01-03,0.032303930045521165,0.17568911265680812,0.005012427231473233,0.10188214187159489,0.034855,0.065908,0.091852,0.285444,0.034856
2020-01-04,0.03486646916510493,0.15231546155767312,0.0052033583871474165,0.06491741774364286,0.035821,0.037939,0.091852,0.285444,0.034856
2020-01-05,0.03550384741661239,0.16204804634273973,0.005460173757412798,0.0660796670415268,0.035831,0.041645,0.091852,0.285444,0.034856
2020-01-06,0.04186958249744857,0.18062807551841065,0.007167587520002409,0.08509723126177259,0.041085,0.051919,0.10727,0.285444,0.032467
2020-01-07,0.04358040263706264,0.19530256389106607,0.007005901815445536,0.08709001022082265,0.046877,0.067806,0.112502,0.285444,0.031623
2020-01-08,0.041412262904547664,0.196557788169235,0.006519702275984959,0.08865843578372282,0.045646,0.076211,0.099608,0.285444,0.026845
2020-01-09,0.04018072648834922,0.1603236882342838,0.006034976206151201,0.06815062977939748,0.042698,0.054146,0.094001,0.285444,0.014055
2020-01-10,0.05005752493767088,0.206303131299672,0.0070951895310917695,0.0849888480274632,0.046919,0.067653,0.099421,0.283554,0.014336
2020-01-11,0.051566408127462215,0.21232550789024304,0.00687469161704686,0.08799113592738304,0.045025,0.058414,0.099421,0.283554,0.014336
2020-01-12,0.056677151203773035,0.20914044495387435,0.007501477684756064,0.07823350754630885,0.0473,0.05084,0.099421,0.283554,0.014336
2020-01-13,0.05288841916432513,0.17989889319012453,0.007151090502132109,0.07641754097119628,0.046591,0.049624,0.09017,0.283554,0.010963
2020-01-14,0.07748469373984135,0.31380362441090115,0.011772774035398424,0.17755417612546706,0.056626,0.114313,0.084844,0.283554,0.011947
2020-01-15,0.0762881797574485,0.27694402840520305,0.011831336339244911,0.15888184258090554,0.056322,0.100602,0.09344,0.283554,0.012368
2020-01-16,0.07506576376672028,0.23649219386088483,0.011440039278545974,0.14142457837086408,0.0551,0.075174,0.09017,0.283554,0.010963
2020-01-17,0.08594805156943935,0.27676039430353533,0.012798961246754056,0.15673864509750784,0.058113,0.089808,0.099421,0.285444,0.007871
2020-01-18,0.08010174081400001,0.24087453605632503,0.01377433972020697,0.15591645442016994,0.058315,0.078136,0.099421,0.285444,0.007871
2020-01-19,0.07557892182332349,0.22810282165914605,0.011988556197531957,0.14115979020085653,0.054842,0.083574,0.099421,0.285444,0.007871
2020-01-20,0.07389847806548136,0.17823353193860286,0.012020602539151343,0.10998498168190637,0.054129,0.061021,0.094095,0.285444,0.007871
2020-01-21,0.07514909226578101,0.16837001745679028,0.01256865210213234,0.0935391168929154,0.055424,0.054295,0.096804,0.285444,0.018412
2020-01-22,0.07713729136872494,0.1653522688545112,0.012270235556367939,0.08650595691616804,0.05447,0.049963,0.096057,0.285444,0.019255
2020-01-23,0.06666118439679972,0.18055899075333748,0.011128978156424562,0.1009115664973656,0.050442,0.059136,0.10428,0.285444,0.020239
2020-01-24,0.06638420244022564,0.19089685433479675,0.011155059217924802,0.10407659550828854,0.051013,0.055164,0.11026,0.285444,0.042446
2020-01-25,0.06403834316998938,0.1576621357314892,0.010779168677751211,0.07494216755925143,0.049874,0.04142,0.11026,0.285444,0.042446
2020-01-26,0.07111228465354344,0.17696415674890612,0.012224067923236912,0.08713742353365582,0.053236,0.04874,0.11026,0.285444,0.042446
2020-01-27,0.07828643278823427,0.20764836061420555,0.012831066007874068,0.10828532810802213,0.057831,0.067459,0.115306,0.285444,0.094027
2020-01-28,0.08365476886956077,0.2293877216396218,0.013988025271373713,0.11761041205583653,0.06442,0.084099,0.108017,0.285444,0.06662
2020-01-29,0.08198430393017428,0.21113182675580588,0.013707267642436443,0.10489692430936795,0.063804,0.073347,0.108671,0.285444,0.068166
2020-01-30,0.10471476478264446,0.33129445681960723,0.015757714221627164,0.12770630137922465,0.066628,0.078254,0.123341,0.294896,0.055517
2020-01-31,0.10392839096869075,0.31316339281939465,0.01479412350518879,0.1170733006636111,0.064301,0.06973,0.122127,0.293006,0.1026
2020-02-01,0.11219943657981513,0.3294815746960303,0.015541500404294587,0.11514469957350401,0.064923,0.059576,0.122127,0.293006,0.1026
2020-02-02,0.11054419738600774,0.300009166962569,0.016592996241531124,0.14529869711937685,0.064211,0.07379,0.122127,0.293006,0.1026
2020-02-03,0.10927471999985322,0.271031966664701,0.016858344104415234,0.12513456852616178,0.063464,0.074075,0.116987,0.293006,0.090372
2020-02-04,0.10481802945879184,0.24219496107645688,0.016727646699410913,0.1168982463711454,0.061812,0.071063,0.091852,0.293006,0.063387
2020-02-05,0.11690546882331967,0.28247440421091397,0.019913800825985862,0.1551408861820958,0.068161,0.086481,0.098673,0.293006,0.050738
2020-02-06,0.11942455179801598,0.2989058206268481,0.02163854246156573,0.17407451336386853,0.06987,0.093444,0.105401,0.293006,0.048067
2020-02-07,0.12214572194130746,0.27589288797040784,0.02384784139953312,0.177082401831651,0.070841,0.084457,0.108578,0.291115,0.055235
2020-02-08,0.1280847713289103,0.3007850299100034,0.023937271918403096,0.17790471375709507,0.071856,0.086336,0.108578,0.291115,0.055235
2020-02-09,0.1298428030827231,0.2811386410452703,0.025092663591969374,0.15715446888173906,0.07555,0.088176,0.108578,0.291115,0.055235
2020-02-10,0.12208660012443587,0.29389490937166163,0.024017287161089387,0.17145827786852916,0.071731,0.098529,0.114278,0.291115,0.049192
2020-02-11,0.12844995316473748,0.2585582457035879,0.026639543812375505,0.1806169631168385,0.076894,0.0935,0.105494,0.291115,0.05116
2020-02-12,0.14167017083248984,0.3122559064657814,0.032925845578497454,0.27261010662043733,0.078624,0.110269,0.106896,0.291115,0.030921
2020-02-13,0.1391554871218439,0.361332986615878,0.033498668255270314,0.28785584079788584,0.076984,0.127373,0.113624,0.291115,0.036683
2020-02-14,0.14643193424057352,0.29440609618220526,0.03692700366720464,0.26063461499258406,0.078419,0.109963,0.120725,0.291115,0.030077
2020-02-15,0.12821325129900477,0.307264315233705,0.03278173116151678,0.26214186731194106,0.072213,0.111487,0.120725,0.291115,0.030077
2020-02-16,0.12438602033416027,0.3393470782703309,0.031753573914779024,0.279980346562799,0.072874,0.110068,0.120725,0.291115,0.030077
2020-02-17,0.11903812473579939,0.30621678181940665,0.03312946350239021,0.290559228002361,0.069287,0.117659,0.136797,0.291115,0.030077
2020-02-18,0.12968133936216347,0.30656758215863456,0.03644355633532895,0.29647414894041496,0.075921,0.121341,0.136797,0.293006,0.04624
2020-02-19,0.11308806645815836,0.2896969127230984,0.031725766232482605,0.24996925912699694,0.068454,0.120534,0.144459,0.293006,0.039916
2020-02-20,0.10883769067114543,0.3009788530752786,0.03133982104714628,0.25664894189424414,0.068088,0.114554,0.152588,0.293006,0.0565
2020-02-21,0.11959959958757008,0.3054058014754268,0.032967213075993984,0.22798148216117828,0.069233,0.102996,0.179032,0.291115,0.077864
2020-02-22,0.12433114756256655,0.30359534115252035,0.03227192365274899,0.1799050433991793,0.068892,0.088263,0.179032,0.291115,0.077864
2020-02-23,0.1367174364449723,0.31228956382189127,0.03470146086253631,0.21242839404653274,0.072728,0.103733,0.179032,0.291115,0.077864
2020-02-24,0.12546341082999987,0.348831181584521,0.032885497176734016,0.24658862293760034,0.068701,0.115003,0.205008,0.291115,0.189599
2020-02-25,0.11321268365981838,0.31526742964273563,0.029184784088673973,0.24025421330896637,0.064172,0.107581,0.180153,0.291115,0.229234
2020-02-26,0.08461812185728582,0.35793412577801936,0.024476198302703523,0.29312638586620254,0.05652,0.130452,0.173706,0.291115,0.225158
2020-02-27,0.08600644375227329,0.30931400555422467,0.024704449782692196,0.28596515778057185,0.055991,0.116131,0.175762,0.291115,0.388194
2020-02-28,0.0811011570370255,0.2878910282304752,0.024705962198652762,0.2485629236415793,0.054346,0.113629,0.104747,0.291115,0.401546
2020-02-29,0.07766760655512447,0.22644342287349,0.0232357900280921,0.19538130062649428,0.053275,0.088131,0.104747,0.291115,0.401546
2020-03-01,0.07601770012773906,0.23478929951056862,0.023049058585407133,0.19536323164901115,0.052731,0.086848,0.104747,0.291115,0.401546
2020-03-02,0.08456535214850641,0.29032874572517053,0.025516191989372997,0.22116113355705866,0.057242,0.108572,0.130723,0.293006,0.307519
2020-03-03,0.08498425865530926,0.2960797310334949,0.024220823946786835,0.21567081619328582,0.056039,0.107209,0.176976,0.293006,0.355306
2020-03-04,0.08284075480147615,0.24108725783818974,0.024228979958179322,0.17579154388721002,0.055562,0.085105,0.175668,0.198488,0.287421
2020-03-05,0.08751852445593536,0.2568843571803433,0.025239345221449643,0.1956239595669032,0.060311,0.099431,0.198841,0.198488,0.394659
2020-03-06,0.09027544666707008,0.25994653770675263,0.028271817115053017,0.20986500498304828,0.060954,0.102697,0.202859,0.198488,0.427266
2020-03-07,0.08330174402438978,0.23147429498958358,0.02706534407924779,0.21055528268437265,0.057833,0.089359,0.202859,0.198488,0.427266
2020-03-08,0.05849944440245769,0.2463398855125484,0.01916059495892904,0.23422204438428798,0.046061,0.100226,0.202859,0.198488,0.427266
2020-03-09,0.05411023427996359,0.27843699477803663,0.019436523242481494,0.26169254923290763,0.043353,0.120374,0.205756,0.198488,0.603233
2020-03-10,0.05435843861170106,0.21400463339098985,0.01917722504343965,0.1973671154346111,0.043148,0.10671,0.191366,0.198488,0.5026
2020-03-11,0.049316227485364655,0.20627020608983518,0.017922575392787524,0.18086082251179805,0.043173,0.096493,0.17464,0.198488,0.595362
2020-03-12,0.0,0.2963383796919899,0.0003703617835452075,0.2433592560845049,0.0,0.140752,0.126051,0.200378,0.898524
2020-03-13,0.018302971767781978,0.4157809946977926,0.004806131747135272,0.31289556567680243,0.008705,0.199127,0.056999,0.200378,0.650597
2020-03-14,0.00974827019462178,0.1762208871788506,0.0027013079722121164,0.1293567028704524,0.003371,0.089178,0.056999,0.200378,0.650597
2020-03-15,0.015487764672936472,0.18539758355592553,0.003107196925955489,0.12909538738892218,0.006189,0.082939,0.056999,0.200378,0.650597
2020-03-16,0.005471799260851756,0.22149267304994916,0.0,0.16872647683601472,0.000641,0.115835,0.028406,0.039698,1.0
2020-03-17,0.007406016174924354,0.17728737594184305,0.0007097498724130263,0.12142850178870909,0.003741,0.096319,0.065408,0.039698,0.904708
2020-03-18,0.007744416149606054,0.17062320796258182,0.0009010769824803165,0.11572911795740776,0.00393,0.094167,0.020744,0.039698,0.912298
