Date,Dollar_Index,Gold_Price,Interest_Rate,US_10_Year,VIX_Value
2015-04-24,96.91999816894533,1192.15,0.13,1.914,12.29
2015-04-25,96.91999816894533,1192.15,0.13,1.914,12.29
2015-04-26,96.91999816894533,1192.15,0.13,1.914,12.29
2015-04-27,96.7699966430664,1182.75,0.13,1.926,13.12
2015-04-28,96.08999633789062,1201.4,0.13,2.003,12.41
2015-04-29,95.12000274658205,1204.8,0.13,2.046,13.39
2015-04-30,94.5999984741211,1204.3,0.08,2.035,14.55
2015-05-01,95.3000030517578,1179.0,0.13,2.112,12.7
2015-05-02,95.3000030517578,1179.0,0.13,2.112,12.7
2015-05-03,95.3000030517578,1179.0,0.13,2.112,12.7
2015-05-04,95.4800033569336,1179.0,0.13,2.146,12.85
2015-05-05,95.12999725341795,1187.4,0.13,2.182,14.31
2015-05-06,94.12999725341795,1191.25,0.13,2.252,15.15
2015-05-07,94.62000274658205,1183.0,0.13,2.178,15.13
2015-05-08,94.79000091552734,1185.25,0.13,2.142,12.86
2015-05-09,94.79000091552734,1185.25,0.13,2.142,12.86
2015-05-10,94.79000091552734,1185.25,0.13,2.142,12.86
2015-05-11,95.01000213623048,1184.75,0.13,2.287,13.85
2015-05-12,94.52999877929688,1184.45,0.13,2.247,13.86
2015-05-13,93.62000274658205,1193.0,0.13,2.295,13.76
2015-05-14,93.36000061035156,1214.75,0.13,2.235,12.74
2015-05-15,93.13999938964844,1216.3,0.13,2.148,12.38
2015-05-16,93.13999938964844,1216.3,0.13,2.148,12.38
2015-05-17,93.13999938964844,1216.3,0.13,2.148,12.38
2015-05-18,94.19000244140624,1228.15,0.13,2.234,12.73
2015-05-19,95.2699966430664,1219.65,0.12,2.29,12.85
2015-05-20,95.4499969482422,1206.75,0.12,2.257,12.88
2015-05-21,95.26000213623048,1209.6,0.12,2.195,12.11
2015-05-22,96.01000213623048,1211.0,0.13,2.215,12.13
2015-05-23,96.01000213623048,1211.0,0.13,2.215,12.13
2015-05-24,96.01000213623048,1211.0,0.13,2.215,12.13
2015-05-25,96.01000213623048,1211.0,0.13,2.204,12.13
2015-05-26,97.3000030517578,1194.0,0.12,2.142,14.06
2015-05-27,97.37000274658205,1186.5,0.12,2.13,13.27
2015-05-28,96.97000122070312,1188.8,0.12,2.135,13.31
2015-05-29,96.91000366210938,1189.8,0.08,2.123,13.84
2015-05-30,96.91000366210938,1189.8,0.08,2.123,13.84
2015-05-31,96.91000366210938,1189.8,0.08,2.123,13.84
2015-06-01,97.38999938964844,1188.7,0.12,2.183,13.97
2015-06-02,95.83999633789062,1194.4,0.12,2.266,14.24
2015-06-03,95.47000122070312,1184.9,0.13,2.361,13.66
2015-06-04,95.45999908447266,1175.2,0.13,2.309,14.71
2015-06-05,96.30999755859376,1168.1,0.13,2.409,14.21
2015-06-06,96.30999755859376,1168.1,0.13,2.409,14.21
2015-06-07,96.30999755859376,1168.1,0.13,2.409,14.21
2015-06-08,95.3000030517578,1173.6,0.13,2.382,15.29
2015-06-09,95.16999816894533,1177.6,0.13,2.442,14.47
2015-06-10,94.6500015258789,1186.6,0.13,2.486,13.22
2015-06-11,94.9800033569336,1180.4,0.13,2.381,12.85
2015-06-12,94.97000122070312,1179.2,0.13,2.39,13.78
2015-06-13,94.97000122070312,1179.2,0.13,2.39,13.78
2015-06-14,94.97000122070312,1179.2,0.13,2.39,13.78
2015-06-15,94.80999755859376,1185.8,0.13,2.36,15.39
2015-06-16,95.0,1180.9,0.14,2.309,14.81
2015-06-17,94.3000030517578,1176.8,0.14,2.32,14.5
2015-06-18,94.04000091552734,1202.0,0.14,2.334,13.19
2015-06-19,94.08999633789062,1201.9,0.13,2.261,13.96
2015-06-20,94.08999633789062,1201.9,0.13,2.261,13.96
2015-06-21,94.08999633789062,1201.9,0.13,2.261,13.96
2015-06-22,94.33000183105467,1184.1,0.13,2.374,12.74
2015-06-23,95.43000030517578,1176.6,0.13,2.414,12.11
2015-06-24,95.26000213623048,1172.9,0.13,2.373,13.26
2015-06-25,95.19000244140624,1171.8,0.13,2.412,14.01
2015-06-26,95.47000122070312,1173.2,0.13,2.474,14.02
2015-06-27,95.47000122070312,1173.2,0.13,2.474,14.02
2015-06-28,95.47000122070312,1173.2,0.13,2.474,14.02
2015-06-29,94.79000091552734,1179.0,0.14,2.328,18.85
2015-06-30,95.48999786376952,1171.8,0.08,2.349,18.23
2015-07-01,96.30999755859376,1169.3,0.13,2.427,16.09
2015-07-02,96.11000061035156,1163.5,0.13,2.386,16.79
2015-07-03,96.11000061035156,1168.25,0.13,2.386,16.79
2015-07-04,96.11000061035156,1168.25,0.13,2.386,16.79
2015-07-05,96.11000061035156,1168.25,0.13,2.386,16.79
2015-07-06,96.3000030517578,1173.2,0.13,2.29,17.01
2015-07-07,96.87000274658205,1152.6,0.13,2.255,16.09
2015-07-08,96.29000091552734,1163.5,0.13,2.197,19.66
2015-07-09,96.61000061035156,1159.2,0.13,2.317,19.97
2015-07-10,96.02999877929688,1157.9,0.13,2.401,16.83
2015-07-11,96.02999877929688,1157.9,0.13,2.401,16.83
2015-07-12,96.02999877929688,1157.9,0.13,2.401,16.83
2015-07-13,96.86000061035156,1155.4,0.13,2.446,13.9
2015-07-14,96.63999938964844,1153.5,0.13,2.397,13.37
2015-07-15,97.12999725341795,1147.4,0.13,2.356,13.23
2015-07-16,97.66000366210938,1143.9,0.14,2.356,12.11
2015-07-17,97.86000061035156,1131.9,0.13,2.347,11.95
2015-07-18,97.86000061035156,1131.9,0.13,2.347,11.95
2015-07-19,97.86000061035156,1131.9,0.13,2.347,11.95
2015-07-20,98.02999877929688,1106.8,0.14,2.38,12.25
2015-07-21,97.33000183105467,1103.5,0.13,2.331,12.22
2015-07-22,97.5999984741211,1091.5,0.13,2.327,12.12
2015-07-23,97.12000274658205,1095.1,0.13,2.269,12.64
2015-07-24,97.23999786376952,1086.0,0.13,2.262,13.74
2015-07-25,97.23999786376952,1086.0,0.13,2.262,13.74
2015-07-26,97.23999786376952,1086.0,0.13,2.262,13.74
2015-07-27,96.5,1096.9,0.14,2.216,15.6
2015-07-28,96.7699966430664,1096.7,0.14,2.25,13.44
2015-07-29,96.9800033569336,1093.3,0.14,2.289,12.5
2015-07-30,97.55999755859376,1088.7,0.14,2.257,12.13
2015-07-31,97.37000274658205,1095.1,0.08,2.187,12.12
2015-08-01,97.37000274658205,1095.1,0.08,2.187,12.12
2015-08-02,97.37000274658205,1095.1,0.08,2.187,12.12
2015-08-03,97.48999786376952,1089.4,0.14,2.15,12.56
2015-08-04,97.93000030517578,1090.7,0.14,2.223,13.0
2015-08-05,97.95999908447266,1085.6,0.14,2.27,12.51
2015-08-06,97.83000183105467,1090.1,0.14,2.227,13.77
2015-08-07,97.55999755859376,1094.1,0.14,2.166,13.39
2015-08-08,97.55999755859376,1094.1,0.14,2.166,13.39
2015-08-09,97.55999755859376,1094.1,0.14,2.166,13.39
2015-08-10,97.16000366210938,1104.1,0.14,2.232,12.23
2015-08-11,97.29000091552734,1107.7,0.15,2.143,13.71
2015-08-12,96.26000213623048,1123.6,0.15,2.148,13.61
2015-08-13,96.4499969482422,1115.6,0.15,2.189,13.49
2015-08-14,96.56999969482422,1112.7,0.14,2.201,12.83
2015-08-15,96.56999969482422,1112.7,0.14,2.201,12.83
2015-08-16,96.56999969482422,1112.7,0.14,2.201,12.83
2015-08-17,96.81999969482422,1118.4,0.15,2.17,13.02
2015-08-18,96.97000122070312,1116.9,0.15,2.192,13.79
2015-08-19,96.45999908447266,1127.9,0.15,2.129,15.25
2015-08-20,95.75,1153.2,0.15,2.073,19.14
2015-08-21,94.83000183105467,1159.6,0.15,2.045,28.03
2015-08-22,94.83000183105467,1159.6,0.15,2.045,28.03
2015-08-23,94.83000183105467,1159.6,0.15,2.045,28.03
2015-08-24,93.30999755859376,1153.6,0.15,2.012,40.74
2015-08-25,94.52999877929688,1138.3,0.15,2.078,36.02
2015-08-26,95.0999984741211,1124.6,0.14,2.18,30.32
2015-08-27,95.61000061035156,1122.6,0.14,2.191,26.1
2015-08-28,96.11000061035156,1134.0,0.14,2.184,26.05
2015-08-29,96.11000061035156,1134.0,0.14,2.184,26.05
2015-08-30,96.11000061035156,1134.0,0.14,2.184,26.05
2015-08-31,95.9499969482422,1132.5,0.08,2.214,28.43
2015-09-01,95.4499969482422,1139.8,0.14,2.159,31.4
2015-09-02,95.83000183105467,1133.6,0.14,2.188,26.09
2015-09-03,96.41000366210938,1124.5,0.14,2.163,25.61
2015-09-04,96.2300033569336,1121.4,0.14,2.131,27.8
2015-09-05,96.2300033569336,1121.4,0.14,2.131,27.8
2015-09-06,96.2300033569336,1121.4,0.14,2.131,27.8
2015-09-07,96.2300033569336,1121.0,0.14,2.151,27.8
2015-09-08,95.87999725341795,1121.0,0.14,2.186,24.9
2015-09-09,96.01000213623048,1102.0,0.14,2.195,26.23
2015-09-10,95.45999908447266,1109.3,0.14,2.227,24.37
2015-09-11,95.19000244140624,1103.3,0.14,2.187,23.2
2015-09-12,95.19000244140624,1103.3,0.14,2.187,23.2
2015-09-13,95.19000244140624,1103.3,0.14,2.187,23.2
2015-09-14,95.25,1107.7,0.14,2.183,24.25
2015-09-15,95.61000061035156,1102.6,0.14,2.292,22.54
2015-09-16,95.41999816894533,1119.0,0.14,2.296,21.35
2015-09-17,94.5500030517578,1117.0,0.14,2.192,21.14
2015-09-18,94.86000061035156,1137.8,0.14,2.134,22.28
2015-09-19,94.86000061035156,1137.8,0.14,2.134,22.28
2015-09-20,94.86000061035156,1137.8,0.14,2.134,22.28
2015-09-21,95.88999938964844,1132.8,0.14,2.199,20.14
2015-09-22,96.27999877929688,1124.8,0.14,2.132,22.44
2015-09-23,96.06999969482422,1131.5,0.14,2.151,22.13
2015-09-24,95.98999786376952,1153.8,0.14,2.128,23.47
2015-09-25,96.2699966430664,1145.6,0.13,2.166,23.62
2015-09-26,96.2699966430664,1145.6,0.13,2.166,23.62
2015-09-27,96.2699966430664,1145.6,0.13,2.166,23.62
2015-09-28,96.02999877929688,1131.7,0.13,2.098,27.63
2015-09-29,95.88999938964844,1126.8,0.13,2.06,26.83
2015-09-30,96.3499984741211,1115.2,0.07,2.035,24.5
2015-10-01,96.19000244140624,1113.7,0.13,2.042,22.55
2015-10-02,95.83000183105467,1136.6,0.13,1.991,20.94
2015-10-03,95.83000183105467,1136.6,0.13,1.991,20.94
2015-10-04,95.83000183105467,1136.6,0.13,1.991,20.94
2015-10-05,96.11000061035156,1137.6,0.13,2.058,19.54
2015-10-06,95.45999908447266,1146.4,0.13,2.035,19.4
2015-10-07,95.5,1148.7,0.13,2.065,18.4
2015-10-08,95.31999969482422,1144.3,0.13,2.102,17.42
2015-10-09,94.80999755859376,1155.9,0.13,2.09,17.08
2015-10-10,94.80999755859376,1155.9,0.13,2.09,17.08
2015-10-11,94.80999755859376,1155.9,0.13,2.09,17.08
2015-10-12,94.83999633789062,1164.5,0.13,2.07,16.17
2015-10-13,94.76000213623048,1165.4,0.13,2.042,17.67
2015-10-14,93.93000030517578,1179.8,0.13,1.975,18.03
2015-10-15,94.37000274658205,1187.5,0.13,2.019,16.05
2015-10-16,94.54000091552734,1183.1,0.13,2.035,15.05
2015-10-17,94.54000091552734,1183.1,0.13,2.035,15.05
2015-10-18,94.54000091552734,1183.1,0.13,2.035,15.05
2015-10-19,94.95999908447266,1172.8,0.13,2.023,14.98
2015-10-20,94.8499984741211,1177.5,0.13,2.069,15.75
2015-10-21,95.0500030517578,1167.1,0.13,2.028,16.7
2015-10-22,96.33999633789062,1166.1,0.12,2.028,14.45
2015-10-23,97.06999969482422,1162.8,0.12,2.087,14.46
2015-10-24,97.06999969482422,1162.8,0.12,2.087,14.46
2015-10-25,97.06999969482422,1162.8,0.12,2.087,14.46
2015-10-26,96.86000061035156,1166.2,0.12,2.058,15.29
2015-10-27,96.91000366210938,1165.8,0.12,2.037,15.43
2015-10-28,97.77999877929688,1176.1,0.12,2.101,14.33
2015-10-29,97.27999877929688,1147.3,0.12,2.172,14.61
2015-10-30,96.9499969482422,1141.4,0.07,2.146,15.07
2015-10-31,96.9499969482422,1141.4,0.07,2.146,15.07
2015-11-01,96.9499969482422,1141.4,0.07,2.146,15.07
2015-11-02,96.93000030517578,1135.9,0.12,2.176,14.15
2015-11-03,97.16000366210938,1114.1,0.12,2.218,14.54
2015-11-04,97.9499969482422,1106.2,0.12,2.227,15.51
2015-11-05,97.94000244140624,1104.2,0.12,2.236,15.05
2015-11-06,99.16000366210938,1087.7,0.12,2.325,14.33
2015-11-07,99.16000366210938,1087.7,0.12,2.325,14.33
2015-11-08,99.16000366210938,1087.7,0.12,2.325,14.33
2015-11-09,98.9800033569336,1088.1,0.12,2.349,16.52
2015-11-10,99.29000091552734,1088.5,0.12,2.336,15.29
2015-11-11,99.01000213623048,1084.9,0.12,2.331,16.06
2015-11-12,98.6500015258789,1081.0,0.12,2.315,18.37
2015-11-13,98.98999786376952,1080.9,0.12,2.275,20.08
2015-11-14,98.98999786376952,1080.9,0.12,2.275,20.08
2015-11-15,98.98999786376952,1080.9,0.12,2.275,20.08
2015-11-16,99.44000244140624,1083.6,0.13,2.271,18.16
2015-11-17,99.62999725341795,1068.6,0.13,2.268,18.84
2015-11-18,99.6500015258789,1068.7,0.12,2.273,16.85
2015-11-19,98.98999786376952,1078.1,0.12,2.247,16.99
2015-11-20,99.56999969482422,1076.3,0.12,2.264,15.47
2015-11-21,99.56999969482422,1076.3,0.12,2.264,15.47
2015-11-22,99.56999969482422,1076.3,0.12,2.264,15.47
2015-11-23,99.8000030517578,1066.6,0.12,2.243,15.62
2015-11-24,99.52999877929688,1073.3,0.12,2.239,15.93
2015-11-25,99.8000030517578,1069.7,0.12,2.234,15.19
2015-11-26,99.8000030517578,1070.5,0.12,2.224,15.19
2015-11-27,100.0199966430664,1056.2,0.12,2.222,15.12
2015-11-28,100.0199966430664,1056.2,0.12,2.222,15.12
2015-11-29,100.0199966430664,1056.2,0.12,2.222,15.12
2015-11-30,100.16999816894533,1065.3,0.08,2.208,16.13
2015-12-01,99.8000030517578,1063.5,0.13,2.145,14.67
2015-12-02,99.98999786376952,1053.8,0.13,2.178,15.91
2015-12-03,97.62000274658205,1061.2,0.13,2.321,18.11
2015-12-04,98.3499984741211,1084.1,0.13,2.273,14.81
2015-12-05,98.3499984741211,1084.1,0.13,2.273,14.81
2015-12-06,98.3499984741211,1084.1,0.13,2.273,14.81
2015-12-07,98.66000366210938,1075.2,0.13,2.236,15.84
2015-12-08,98.47000122070312,1075.3,0.13,2.222,17.6
2015-12-09,97.3499984741211,1076.5,0.14,2.211,19.61
2015-12-10,97.94000244140624,1072.0,0.14,2.234,19.34
2015-12-11,97.56999969482422,1075.7,0.14,2.132,24.39
2015-12-12,97.56999969482422,1075.7,0.14,2.132,24.39
2015-12-13,97.56999969482422,1075.7,0.14,2.132,24.39
2015-12-14,97.5999984741211,1063.4,0.15,2.225,22.73
2015-12-15,98.22000122070312,1061.6,0.15,2.268,20.95
2015-12-16,97.87000274658205,1076.8,0.15,2.298,17.86
2015-12-17,99.2699966430664,1049.6,0.37,2.225,18.94
2015-12-18,98.6999969482422,1065.0,0.37,2.204,20.7
2015-12-19,98.6999969482422,1065.0,0.37,2.204,20.7
2015-12-20,98.6999969482422,1065.0,0.37,2.204,20.7
2015-12-21,98.45999908447266,1080.6,0.36,2.195,18.7
2015-12-22,98.23999786376952,1074.1,0.36,2.237,16.6
2015-12-23,98.33999633789062,1068.3,0.36,2.259,15.57
2015-12-24,97.9800033569336,1075.9,0.36,2.245,15.74
2015-12-25,97.9800033569336,1075.9,0.36,2.245,15.74
2015-12-26,97.9800033569336,1075.9,0.36,2.245,15.74
2015-12-27,97.9800033569336,1075.9,0.36,2.245,15.74
2015-12-28,97.91999816894533,1068.3,0.36,2.232,16.91
2015-12-29,98.0999984741211,1068.0,0.36,2.308,16.08
2015-12-30,98.2699966430664,1059.8,0.35,2.294,17.29
2015-12-31,98.62999725341795,1060.2,0.2,2.269,18.21
2016-01-01,98.62999725341795,1060.2,0.2,2.269,18.21
2016-01-02,98.62999725341795,1060.2,0.2,2.269,18.21
2016-01-03,98.62999725341795,1060.2,0.2,2.269,18.21
2016-01-04,98.87000274658205,1075.2,0.36,2.243,20.7
2016-01-05,99.4000015258789,1078.4,0.36,2.239,19.34
2016-01-06,99.18000030517578,1091.9,0.36,2.17,20.59
2016-01-07,98.22000122070312,1107.8,0.36,2.149,24.99
2016-01-08,98.54000091552734,1097.9,0.36,2.116,27.01
2016-01-09,98.54000091552734,1097.9,0.36,2.116,27.01
2016-01-10,98.54000091552734,1097.9,0.36,2.116,27.01
2016-01-11,98.7300033569336,1096.2,0.36,2.175,24.3
2016-01-12,98.97000122070312,1085.2,0.36,2.105,22.47
2016-01-13,98.93000030517578,1087.1,0.36,2.091,25.22
2016-01-14,99.08999633789062,1073.6,0.36,2.091,23.95
2016-01-15,98.95999908447266,1090.7,0.36,2.037,27.02
2016-01-16,98.95999908447266,1090.7,0.36,2.037,27.02
2016-01-17,98.95999908447266,1090.7,0.36,2.037,27.02
2016-01-18,99.12000274658205,1090.45,0.36,2.045,27.02
2016-01-19,98.98999786376952,1089.1,0.36,2.056,26.05
2016-01-20,99.08999633789062,1106.2,0.37,1.988,27.59
2016-01-21,99.05999755859376,1098.2,0.37,2.028,26.69
2016-01-22,99.56999969482422,1096.3,0.38,2.057,22.34
2016-01-23,99.56999969482422,1096.3,0.38,2.057,22.34
2016-01-24,99.56999969482422,1096.3,0.38,2.057,22.34
2016-01-25,99.36000061035156,1105.6,0.38,2.006,24.15
2016-01-26,99.36000061035156,1120.6,0.38,2.003,22.5
2016-01-27,98.9000015258789,1116.3,0.38,2.003,23.11
2016-01-28,98.51000213623048,1116.1,0.38,1.982,22.42
2016-01-29,99.61000061035156,1116.4,0.29,1.923,20.2
2016-01-30,99.61000061035156,1116.4,0.29,1.923,20.2
2016-01-31,99.61000061035156,1116.4,0.29,1.923,20.2
2016-02-01,99.0,1128.0,0.38,1.95,19.98
2016-02-02,98.87000274658205,1127.2,0.38,1.852,21.98
2016-02-03,97.29000091552734,1141.3,0.38,1.883,21.65
2016-02-04,96.47000122070312,1157.5,0.38,1.846,21.84
2016-02-05,97.02999877929688,1157.7,0.38,1.843,23.38
2016-02-06,97.02999877929688,1157.7,0.38,1.843,23.38
2016-02-07,97.02999877929688,1157.7,0.38,1.843,23.38
2016-02-08,96.56999969482422,1197.9,0.38,1.748,26.0
2016-02-09,96.06999969482422,1198.6,0.38,1.731,26.54
2016-02-10,95.88999938964844,1194.6,0.38,1.673,26.29
2016-02-11,95.55999755859376,1247.8,0.38,1.664,28.14
2016-02-12,95.9800033569336,1239.4,0.38,1.746,25.4
2016-02-13,95.9800033569336,1239.4,0.38,1.746,25.4
2016-02-14,95.9800033569336,1239.4,0.38,1.746,25.4
2016-02-15,95.9800033569336,1208.45,0.38,1.772,25.4
2016-02-16,96.87000274658205,1208.2,0.38,1.779,24.11
2016-02-17,96.79000091552734,1211.4,0.37,1.816,22.31
2016-02-18,96.9499969482422,1226.3,0.38,1.741,21.64
2016-02-19,96.5999984741211,1230.8,0.38,1.743,20.53
2016-02-20,96.5999984741211,1230.8,0.38,1.743,20.53
2016-02-21,96.5999984741211,1230.8,0.38,1.743,20.53
2016-02-22,97.37999725341795,1210.1,0.38,1.755,19.38
2016-02-23,97.4800033569336,1222.6,0.38,1.716,20.98
2016-02-24,97.45999908447266,1239.1,0.38,1.752,20.72
2016-02-25,97.29000091552734,1238.8,0.37,1.714,19.11
2016-02-26,98.1500015258789,1220.4,0.37,1.764,19.81
2016-02-27,98.1500015258789,1220.4,0.37,1.764,19.81
2016-02-28,98.1500015258789,1220.4,0.37,1.764,19.81
2016-02-29,98.20999908447266,1234.4,0.29,1.738,20.55
2016-03-01,98.3499984741211,1230.8,0.36,1.827,17.7
2016-03-02,98.20999908447266,1241.8,0.37,1.835,17.09
2016-03-03,97.56999969482422,1258.2,0.37,1.835,16.7
2016-03-04,97.33999633789062,1270.7,0.36,1.876,16.86
2016-03-05,97.33999633789062,1270.7,0.36,1.876,16.86
2016-03-06,97.33999633789062,1270.7,0.36,1.876,16.86
2016-03-07,97.06999969482422,1264.0,0.36,1.904,17.35
2016-03-08,97.20999908447266,1262.9,0.36,1.831,18.67
2016-03-09,97.16999816894533,1257.4,0.36,1.88,18.34
2016-03-10,96.06999969482422,1272.8,0.36,1.936,18.05
2016-03-11,96.16999816894533,1259.4,0.36,1.98,16.5
2016-03-12,96.16999816894533,1259.4,0.36,1.98,16.5
2016-03-13,96.16999816894533,1259.4,0.36,1.98,16.5
2016-03-14,96.62000274658205,1245.1,0.36,1.961,16.92
2016-03-15,96.62999725341795,1231.0,0.37,1.968,16.84
2016-03-16,95.88999938964844,1229.8,0.37,1.913,14.99
2016-03-17,94.76000213623048,1265.0,0.37,1.898,14.44
2016-03-18,94.98999786376952,1254.3,0.37,1.877,14.02
2016-03-19,94.98999786376952,1254.3,0.37,1.877,14.02
2016-03-20,94.98999786376952,1254.3,0.37,1.877,14.02
